match_id,home_ballpossession,away_ballpossession,home_goalkeepersaves,away_goalkeepersaves,home_cornerkicks,away_cornerkicks,home_fouls,away_fouls,home_freekicks,away_freekicks,home_yellowcards,away_yellowcards,home_redcards,away_redcards,home_shotsongoal,away_shotsongoal,home_shotsoffgoal,away_shotsoffgoal,home_offsides,away_offsides,home_throwins,away_throwins,home_goalkicks,away_goalkicks,home_bigchancecreated,away_bigchancecreated,home_totalshotsongoal,away_totalshotsongoal,home_passes,away_passes,home_totaltackle,away_totaltackle,home_hitwoodwork,away_hitwoodwork,home_blockedscoringattempt,away_blockedscoringattempt,home_totalshotsinsidebox,away_totalshotsinsidebox,home_totalshotsoutsidebox,away_totalshotsoutsidebox,home_bigchancescored,away_bigchancescored,home_fouledfinalthird,away_fouledfinalthird,home_accuratepasses,away_accuratepasses,home_finalthirdentries,away_finalthirdentries,home_accuratelongballs,away_accuratelongballs,home_accuratecross,away_accuratecross,home_duelwonpercent,away_duelwonpercent,home_dispossessed,away_dispossessed,home_groundduelspercentage,away_groundduelspercentage,home_aerialduelspercentage,away_aerialduelspercentage,home_dribblespercentage,away_dribblespercentage,home_wontacklepercent,away_wontacklepercent,home_interceptionwon,away_interceptionwon,home_ballrecovery,away_ballrecovery,home_totalclearance,away_totalclearance,home_bigchancemissed,away_bigchancemissed,home_accuratethroughball,away_accuratethroughball
5722752,55,45,3,1,10,1,10,18,20,11,0,2,0,0,2,4,11,4,1,2,26,13,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722748,62,38,2,6,5,5,18,13,15,20,4,2,0,0,10,4,9,4,2,2,28,22,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722750,45,55,5,5,3,5,24,14,15,25,4,2,1,0,8,7,5,3,1,1,22,12,14,5,,,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722736,47,53,7,4,5,5,10,11,16,10,2,0,0,0,6,8,6,4,0,5,7,13,7,8,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722742,43,57,5,2,4,6,19,18,22,19,3,2,0,0,4,6,3,5,0,4,24,20,6,8,,,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722738,44,56,6,1,3,7,14,16,18,19,3,2,0,0,1,8,4,13,5,2,24,19,17,6,,,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722744,55,45,4,2,3,5,13,16,17,16,2,6,0,4,4,6,5,4,3,1,13,24,7,9,,,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722768,51,49,2,3,2,5,11,12,12,15,3,0,0,1,7,5,5,2,4,0,13,18,11,9,,,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722756,55,45,5,8,11,6,25,15,15,26,5,2,0,0,9,6,8,2,1,0,17,19,3,13,,,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722770,53,47,4,6,6,4,14,16,17,17,1,2,0,0,8,5,4,2,3,1,16,14,5,9,,,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722764,47,53,0,7,5,1,15,17,17,18,3,3,0,1,8,3,8,4,3,0,20,14,6,11,,,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722760,44,56,2,4,2,1,8,9,9,10,1,0,0,1,6,3,6,9,2,0,14,10,11,11,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722758,57,43,3,4,8,3,10,19,20,14,,,,,7,4,4,5,4,1,22,13,6,6,,,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722762,57,43,7,5,6,6,10,14,14,13,1,2,1,1,4,7,6,6,3,0,22,26,9,14,,,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722754,49,51,9,2,1,7,12,11,11,14,3,2,1,0,4,11,7,9,2,0,18,15,12,11,,,11,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722766,51,49,6,3,3,3,20,15,20,23,2,1,0,0,4,7,4,10,3,5,33,17,11,7,,,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
