match_id,home_ballpossession,away_ballpossession,home_totalshotsongoal,away_totalshotsongoal,home_goalkeepersaves,away_goalkeepersaves,home_cornerkicks,away_cornerkicks,home_fouls,away_fouls,home_passes,away_passes,home_freekicks,away_freekicks,home_yellowcards,away_yellowcards,home_shotsongoal,away_shotsongoal,home_hitwoodwork,away_hitwoodwork,home_shotsoffgoal,away_shotsoffgoal,home_blockedscoringattempt,away_blockedscoringattempt,home_totalshotsinsidebox,away_totalshotsinsidebox,home_totalshotsoutsidebox,away_totalshotsoutsidebox,home_offsides,away_offsides,home_accuratepasses,away_accuratepasses,home_throwins,away_throwins,home_duelwonpercent,away_duelwonpercent,home_groundduelspercentage,away_groundduelspercentage,home_aerialduelspercentage,away_aerialduelspercentage,home_goalkicks,away_goalkicks,home_accuratethroughball,away_accuratethroughball,home_redcards,away_redcards,home_bigchancecreated,away_bigchancecreated,home_totaltackle,away_totaltackle,home_bigchancescored,away_bigchancescored,home_bigchancemissed,away_bigchancemissed,home_fouledfinalthird,away_fouledfinalthird,home_finalthirdentries,away_finalthirdentries,home_accuratelongballs,away_accuratelongballs,home_accuratecross,away_accuratecross,home_dispossessed,away_dispossessed,home_dribblespercentage,away_dribblespercentage,home_wontacklepercent,away_wontacklepercent,home_interceptionwon,away_interceptionwon,home_ballrecovery,away_ballrecovery,home_totalclearance,away_totalclearance
7497170,57,43,14,5,1,2,4,3,18,13,635,485,12,17,1,1,5,2,2,0,5,1,4,2,8,2,6,3,2,1,538,393,18,28,59,41,34,34,20,4,2,4,1,0,,,2,0,19,13,2,0,,,1,3,51,51,36,31,4,4,12,14,4,5,12,7,6,8,53,55,15,13
7497171,58,42,10,17,4,3,4,5,19,12,445,312,12,19,2,1,3,7,1,0,5,8,2,2,3,14,7,3,0,1,333,218,30,24,42,58,38,64,28,27,10,10,1,0,,,2,3,16,31,0,2,2,1,4,5,72,54,25,37,2,9,23,8,11,15,12,17,21,14,68,66,13,40
7497185,48,52,8,10,2,3,2,3,15,22,436,470,20,15,2,4,4,6,0,0,3,2,1,2,5,7,3,3,2,1,345,382,23,22,50,50,50,52,18,17,6,5,,,1,0,2,4,16,22,1,4,1,0,2,2,48,51,40,24,0,2,16,12,14,15,10,16,8,12,65,68,20,24
7497172,55,45,19,8,2,9,6,1,15,17,509,433,15,15,2,1,9,4,1,0,7,2,3,2,14,4,5,4,7,1,410,321,11,18,53,47,49,44,16,13,5,7,2,0,,,4,1,20,16,0,1,4,0,2,1,61,74,24,20,10,4,11,15,14,14,12,9,18,17,76,72,13,23
7497186,39,61,12,8,3,5,6,1,20,14,297,481,14,19,3,2,7,5,0,0,2,3,3,0,10,7,2,1,3,4,209,385,19,27,50,50,35,41,20,15,5,3,1,1,,,3,3,16,13,1,1,2,2,1,6,58,51,25,29,3,4,9,9,6,10,13,11,14,11,57,59,21,17
7497176,47,53,10,12,3,3,3,7,15,19,363,419,18,15,2,3,4,5,0,0,4,4,2,3,5,6,5,6,4,1,252,305,27,30,53,47,48,42,31,29,6,9,0,1,,,2,1,21,17,1,1,1,0,4,1,78,59,32,43,3,6,12,13,11,11,16,11,15,16,68,58,30,24
7497184,48,52,14,13,1,1,9,8,11,9,379,394,8,8,2,1,3,1,0,0,8,10,3,2,9,9,5,4,3,1,303,320,19,27,54,46,51,41,18,17,10,12,1,1,,,2,2,22,19,1,0,1,2,3,3,41,53,17,26,5,10,10,15,21,14,16,15,15,12,70,58,26,22
7497173,71,29,22,11,4,3,7,0,10,14,612,266,13,10,0,2,6,5,0,0,13,6,3,0,12,4,10,7,0,3,534,177,30,14,50,50,44,47,28,25,7,18,0,3,,,3,0,17,23,1,0,2,0,5,0,63,45,40,27,11,1,14,12,14,14,9,19,12,7,64,61,8,20
7497174,54,46,14,11,4,2,7,2,12,10,489,413,10,12,1,2,6,5,0,0,7,4,1,2,7,6,7,5,3,7,375,296,32,23,48,52,43,46,26,29,6,11,1,0,,,3,0,21,22,2,0,1,0,1,1,60,50,28,42,5,1,12,16,12,12,13,17,14,8,69,67,22,25
7497180,56,44,20,10,2,3,6,2,12,4,600,466,4,12,0,1,8,2,2,0,7,6,5,2,11,3,9,7,1,0,534,391,14,12,44,56,30,30,5,15,11,9,4,1,,,4,0,12,13,3,0,1,0,1,0,63,35,38,26,4,3,7,10,15,5,8,8,16,11,53,49,10,22
7497182,62,38,12,14,5,4,1,4,19,10,489,301,8,19,5,1,5,7,0,0,5,4,2,3,7,9,5,5,2,1,409,213,29,17,41,59,37,49,9,17,14,7,,,1,0,4,3,17,23,1,1,3,2,1,5,65,63,35,25,4,2,13,14,12,7,10,14,5,8,58,62,11,16
7497190,54,46,11,5,3,6,4,5,12,12,539,462,11,11,0,4,7,3,0,0,3,1,1,1,4,4,7,1,1,4,446,361,18,21,50,50,39,37,18,19,8,4,1,0,,,2,0,14,9,1,0,1,0,4,3,70,52,48,23,0,1,4,10,15,18,8,3,15,17,63,65,30,19
7497177,50,50,16,10,3,8,9,4,18,9,414,417,9,17,4,3,10,5,0,0,4,3,2,2,10,9,6,1,1,2,317,327,28,15,41,59,36,44,10,23,5,12,1,0,,,2,3,16,16,1,1,1,2,2,4,61,51,23,28,4,5,13,11,11,11,12,11,8,21,76,71,21,36
7497179,43,57,18,14,4,3,5,2,22,14,380,529,14,21,1,1,3,7,0,0,11,5,4,2,13,8,5,6,3,2,283,415,29,22,51,49,54,58,22,16,5,10,,,,,2,4,25,26,0,3,2,1,1,2,57,55,37,26,11,6,12,19,17,12,18,19,18,12,70,61,23,37
7497169,52,48,12,9,0,3,4,5,14,16,378,340,15,13,0,1,3,1,0,1,8,7,1,1,7,5,5,4,1,2,287,242,30,23,45,55,35,35,23,36,11,8,0,1,,,3,2,7,15,,,3,2,3,1,61,69,35,29,5,5,9,5,14,10,5,11,8,11,54,53,24,32
7497178,30,70,14,20,2,3,6,10,14,10,237,572,10,14,4,2,4,6,0,0,5,8,5,6,8,12,6,8,1,1,164,492,24,22,46,54,42,49,15,17,10,7,0,1,,,3,5,15,21,1,4,2,1,3,2,43,52,15,42,7,9,9,11,17,14,9,11,9,10,52,60,19,19
7497183,48,52,17,13,4,4,7,2,23,16,338,367,15,21,2,2,6,4,1,0,6,7,5,2,12,7,5,6,2,4,246,274,19,21,46,54,44,46,15,22,8,6,2,0,0,1,3,2,11,21,1,0,2,2,4,3,52,43,28,23,3,3,16,4,19,5,8,18,12,13,65,63,24,22
7497181,44,56,12,11,3,2,7,2,21,15,320,429,15,19,6,3,4,4,1,1,6,6,2,1,6,7,6,4,0,1,225,340,34,30,45,55,41,54,21,22,5,9,2,0,,,2,1,17,21,2,1,,,3,4,57,35,15,23,2,3,13,15,10,17,12,16,18,12,68,63,16,20
7497196,49,51,9,9,2,3,3,4,12,14,464,487,13,11,5,0,4,2,0,0,4,5,1,2,6,1,3,8,2,0,375,404,15,19,45,55,32,33,12,21,6,6,,,2,0,1,1,13,14,1,0,0,1,1,3,58,54,30,32,6,2,14,7,7,10,10,8,16,8,55,57,22,13
7497187,45,55,4,12,2,0,1,9,17,14,404,477,13,17,5,2,0,3,0,1,2,5,2,4,1,11,3,1,1,4,326,392,20,24,39,61,31,46,13,22,9,2,,,,,0,4,15,17,0,1,0,3,1,5,52,66,35,24,0,8,11,5,4,14,13,12,8,6,59,74,25,19
7497193,49,51,13,13,3,2,5,3,17,22,308,333,21,14,6,2,3,4,0,0,5,4,5,5,9,3,4,10,0,1,209,233,23,22,55,45,49,41,32,26,7,13,1,1,,,4,4,22,14,1,0,3,4,5,5,75,59,27,21,4,2,5,17,7,14,14,11,10,11,59,60,13,32
7497197,58,42,20,16,4,7,8,3,15,9,431,323,9,15,4,2,8,9,1,0,9,4,3,3,11,10,9,6,2,2,366,262,16,18,47,53,35,38,14,18,9,11,,,2,0,3,3,17,14,0,3,3,0,2,1,51,44,18,24,7,4,7,10,9,11,11,8,8,10,60,56,10,38
7497195,67,33,23,7,3,4,5,4,11,14,559,289,13,10,2,2,6,4,0,0,14,2,3,1,15,3,8,4,1,4,451,182,37,22,54,46,43,35,33,29,5,19,,,0,2,2,0,16,18,1,0,1,0,6,4,81,55,30,25,15,0,8,10,14,8,13,8,9,11,56,53,26,27
7497189,55,45,11,13,2,2,4,5,16,18,401,349,17,16,3,2,2,3,0,0,6,8,3,2,7,7,4,6,3,1,312,256,37,26,56,44,50,42,32,22,8,19,0,1,,,1,1,19,17,0,1,1,0,5,3,71,69,37,31,3,1,13,15,15,13,13,14,8,13,60,59,15,37
7497204,63,37,9,15,3,2,4,4,15,9,474,277,8,14,5,2,2,5,1,1,5,6,2,4,4,12,5,3,8,1,372,186,30,21,46,54,33,29,13,24,6,9,,,1,0,2,5,18,7,0,2,2,3,2,4,72,55,44,22,2,1,5,12,8,9,13,4,6,8,71,52,12,41
7497188,48,52,17,10,1,5,7,7,13,10,421,455,8,12,2,4,7,1,0,0,6,7,4,2,10,4,7,6,4,0,357,378,16,20,54,46,43,36,14,13,8,6,0,1,1,1,2,0,15,15,1,0,1,0,3,2,43,47,34,27,7,2,4,12,20,9,9,11,22,8,65,57,23,20
7497192,58,42,11,11,2,1,8,0,16,15,527,397,12,15,3,1,1,2,0,3,5,7,5,2,5,4,6,7,3,0,440,298,22,17,45,55,44,45,22,36,5,6,1,0,,,1,2,18,18,,,1,2,2,1,73,55,42,24,5,2,13,15,16,13,11,12,13,8,67,61,21,38
7497202,45,55,12,10,4,2,5,3,13,10,446,571,10,12,1,1,2,6,0,0,5,3,5,1,7,6,5,4,1,3,369,501,23,17,43,57,32,41,9,14,7,9,0,1,,,0,3,14,17,0,1,0,2,1,1,46,65,33,36,3,2,8,11,10,15,11,13,11,11,48,57,9,20
7497191,55,45,17,14,8,3,3,5,15,9,503,392,8,15,4,3,6,8,2,0,9,5,2,1,13,8,4,6,5,1,431,323,13,13,39,61,22,42,13,13,10,12,0,1,0,1,6,5,9,15,3,1,3,4,4,3,59,50,30,27,7,7,9,9,5,12,8,11,9,12,70,61,25,8
7497200,55,45,14,9,1,4,3,2,15,15,502,410,15,14,1,5,6,1,0,0,7,5,1,3,10,4,4,5,2,2,423,343,21,16,57,43,48,32,18,18,7,12,,,,,3,0,19,15,2,0,1,0,3,1,35,65,27,37,3,4,3,15,16,4,13,9,7,8,54,50,12,15
7497203,57,43,13,17,6,2,7,10,11,13,425,323,13,9,2,6,2,8,1,0,8,3,3,6,7,7,6,10,4,1,327,231,24,24,44,56,30,32,18,28,5,10,0,1,0,1,1,0,11,17,1,0,,,4,3,57,51,22,41,4,5,12,10,6,9,8,13,10,9,56,52,23,27
7497194,63,37,15,13,1,2,7,3,13,22,473,286,19,13,2,3,3,4,0,2,7,6,5,3,7,7,8,6,1,4,392,205,32,14,46,54,46,47,12,22,6,9,1,0,,,1,6,17,21,0,3,1,3,6,3,77,53,32,19,3,0,18,10,12,14,14,17,16,11,61,62,11,21
7497209,30,70,13,11,2,2,5,6,8,15,263,613,14,8,0,1,4,4,1,0,7,6,2,1,9,8,4,3,7,2,182,537,16,24,44,56,37,39,11,22,9,8,,,,,2,4,16,20,1,2,1,2,4,0,53,55,21,46,2,5,15,10,7,11,11,14,3,9,60,60,20,18
7497199,54,46,9,10,4,3,4,2,13,14,384,336,12,12,3,7,5,7,0,0,2,3,2,0,7,5,2,5,4,4,291,248,20,25,51,49,46,45,17,16,9,7,0,1,,,3,1,17,21,2,1,1,0,4,2,51,50,31,25,6,4,15,7,17,12,9,12,16,5,62,62,19,24
7497198,39,61,10,33,7,4,2,12,10,13,420,674,13,10,2,2,3,13,0,0,4,10,3,10,6,23,4,10,2,1,351,610,11,17,52,48,56,44,7,14,7,3,1,0,,,1,5,21,17,0,2,1,3,,,20,61,26,23,2,4,8,11,22,18,16,12,12,12,73,75,20,17
7497201,63,37,15,10,4,0,8,1,7,9,531,329,8,6,2,3,1,6,0,0,9,3,5,1,8,6,7,4,0,2,442,253,21,12,46,54,26,33,20,22,7,17,0,1,,,2,2,8,15,1,1,1,1,2,1,63,63,37,27,6,2,11,4,11,13,4,8,5,13,56,58,12,32
7479971,65,35,17,18,4,6,3,3,7,9,691,363,9,7,,,8,5,0,0,6,11,3,2,8,7,9,11,1,1,629,314,13,10,50,50,32,35,8,5,14,9,2,0,,,2,2,10,12,1,0,1,2,3,3,49,53,32,33,1,3,4,7,13,16,7,11,12,16,51,50,13,10
7479972,50,50,15,8,2,6,6,5,21,17,413,417,14,21,2,1,9,4,0,0,5,1,1,3,9,3,6,5,4,1,338,352,20,13,56,44,41,43,25,8,4,7,2,0,,,3,1,15,10,2,1,1,0,5,3,56,56,32,41,7,0,5,9,12,13,7,6,11,9,61,60,18,25
7479974,48,52,11,14,2,3,3,5,11,15,450,491,14,11,,,4,4,0,0,5,6,2,4,6,9,5,5,2,0,344,396,23,22,56,44,57,41,17,18,14,11,1,0,,,1,3,18,20,,,1,3,2,1,59,59,34,23,3,4,9,12,25,12,13,14,24,15,76,67,13,20
7479977,53,47,26,10,5,7,5,9,13,15,434,379,15,13,1,3,10,5,1,0,13,4,3,1,15,6,11,4,0,3,366,301,16,19,57,43,54,35,10,14,5,15,2,0,,,6,1,19,18,3,0,3,1,6,4,64,32,27,21,6,2,11,18,20,4,14,13,9,13,71,61,22,22
7479973,40,60,9,19,9,1,3,9,5,8,326,495,7,5,0,1,4,11,0,0,4,6,1,2,3,9,6,10,3,0,256,424,18,21,42,58,33,43,9,14,11,7,2,0,,,3,2,14,24,1,1,2,1,4,1,44,58,30,31,1,6,13,11,12,14,10,14,13,8,62,58,26,12
7479978,62,38,24,11,2,3,8,2,11,8,603,386,7,10,3,3,6,4,0,0,12,3,6,4,17,7,7,4,5,1,541,307,19,17,53,47,30,31,16,9,6,12,0,2,,,5,2,15,15,3,2,2,0,5,1,52,61,32,35,11,3,9,10,8,6,10,13,13,11,61,52,16,21
7479979,63,37,22,11,2,5,7,4,16,12,584,334,11,16,3,4,11,4,0,0,5,4,6,3,13,8,9,3,1,3,522,261,13,14,50,50,40,42,15,13,6,9,3,0,0,1,4,1,19,19,3,1,1,0,4,1,58,34,26,23,10,1,6,11,11,10,15,10,9,11,61,49,10,18
7479976,49,51,22,14,6,6,7,4,9,10,417,429,10,8,0,3,8,8,0,0,7,3,7,3,17,12,5,2,2,4,340,347,22,24,56,44,38,29,23,18,10,6,,,,,3,4,20,10,2,1,1,3,3,1,50,44,25,28,6,7,5,12,9,12,12,6,15,16,48,59,24,18
7479975,51,49,8,11,1,2,4,3,15,12,392,377,7,14,1,1,2,2,0,0,4,6,2,3,1,5,7,6,5,1,301,306,27,16,45,55,25,30,11,14,12,6,0,2,,,0,1,12,11,0,1,,,2,5,50,59,32,31,2,4,10,8,6,6,5,9,6,9,48,53,15,23
